"","X.1","X","ID","ParasiteReportedName","HostReportedName","Citation","LocationName","TotalPrevalence","ParasiteCorrectedName","HostCorrectedName_Corbet","pargenera","sp","nonsp_in_gen","colsp"
"498",4641,4641,6210,"Listophoroides sp.","Lemur catta","Loudon 2009","Beza Mahafaly","0.436","Listrophoroides sp.","Lemur_catta","Listrophoroides","sp.",FALSE,TRUE
"499",4642,4642,1615,"Micrococcus sp.","Lemur catta","Dutton et al. 2003","Tsimanampetsotsa","0.1","Micrococcus sp.","Lemur_catta","Micrococcus","sp.",FALSE,TRUE
"500",4647,4647,1612,"Staphylococcus sp.","Lemur catta","Dutton et al. 2003","Tsimanampetsotsa","0.3","Staphylococcus sp.","Lemur_catta","Staphylococcus","sp.",FALSE,TRUE
"501",4648,4648,6217,"Subulura sp.","Lemur catta","Loudon 2009","Beza Mahafaly","0.077","Subulura sp.","Lemur_catta","Subulura","sp.",FALSE,TRUE
"502",4651,4651,6218,"Trichuris sp.","Lemur catta","Loudon 2009","Beza Mahafaly","0.051","Trichuris sp.","Lemur_catta","Trichuris","sp.",FALSE,TRUE
"503",4728,4728,745,"Amblyomma sp.","Leontopithecus rosalia","Pissinatti et al. 2002","UNKNOWN","NULL","Amblyomma sp.","Leontopithecus_rosalia","Amblyomma","sp.",FALSE,TRUE
"504",4729,4729,1002,"Euschoengastia sp.","Leontopithecus rosalia","Pissinatti et al. 2002","UNKNOWN","NULL","Euschoengastia sp.","Leontopithecus_rosalia","Euschoengastia","sp.",FALSE,TRUE
"505",4731,4731,5910,"Oncicola sp.","Leontopithecus rosalia","Monteiro et al. 2003","Poco das Antas","0.511","Oncicola sp.","Leontopithecus_rosalia","Oncicola","sp.",FALSE,TRUE
"506",4732,4732,5911,"Oncicola sp.","Leontopithecus rosalia","Monteiro et al. 2003","Uniao","0.556","Oncicola sp.","Leontopithecus_rosalia","Oncicola","sp.",FALSE,TRUE
"507",4733,4733,5908,"Oxyuridae sp.","Leontopithecus rosalia","Monteiro et al. 2003","Poco das Antas","0.106","Oxyuridae sp.","Leontopithecus_rosalia","Oxyuridae","sp.",FALSE,TRUE
"508",4734,4734,5909,"Oxyuridae sp.","Leontopithecus rosalia","Monteiro et al. 2003","Uniao","0.056","Oxyuridae sp.","Leontopithecus_rosalia","Oxyuridae","sp.",FALSE,TRUE
"509",4735,4735,5923,"Prosthenorchis sp.","Leontopithecus rosalia","Monteiro et al. 2007","Uniao","0.5","Prosthenorchis sp.","Leontopithecus_rosalia","Prosthenorchis","sp.",FALSE,TRUE
"510",4736,4736,5924,"Prosthenorchis sp.","Leontopithecus rosalia","Monteiro et al. 2007","Poco das Antas","0.23","Prosthenorchis sp.","Leontopithecus_rosalia","Prosthenorchis","sp.",FALSE,TRUE
"511",4737,4737,5925,"Prosthenorchis sp.","Leontopithecus rosalia","Monteiro et al. 2007","Poco das Antas","0.31","Prosthenorchis sp.","Leontopithecus_rosalia","Prosthenorchis","sp.",FALSE,TRUE
"512",4738,4738,5926,"Prosthenorchis sp.","Leontopithecus rosalia","Monteiro et al. 2007","Rio de Janeiro","0.1","Prosthenorchis sp.","Leontopithecus_rosalia","Prosthenorchis","sp.",FALSE,TRUE
"513",4739,4739,5927,"Prosthenorchis sp.","Leontopithecus rosalia","Monteiro et al. 2007","Rio de Janeiro","0.13","Prosthenorchis sp.","Leontopithecus_rosalia","Prosthenorchis","sp.",FALSE,TRUE
"514",4740,4740,6114,"Prosthenorchis sp.","Leontopithecus rosalia","Monteiro et al. 2007","Rio de Janeiro","0.11","Prosthenorchis sp.","Leontopithecus_rosalia","Prosthenorchis","sp.",FALSE,TRUE
"515",4741,4741,6115,"Prosthenorchis sp.","Leontopithecus rosalia","Monteiro et al. 2007","Poco das Antas","0.27","Prosthenorchis sp.","Leontopithecus_rosalia","Prosthenorchis","sp.",FALSE,TRUE
"516",4742,4742,10350,"Prosthenorchis sp.","Leontopithecus rosalia","Monteiro et al. 2010","Poco das Antas","0.2","Prosthenorchis sp.","Leontopithecus_rosalia","Prosthenorchis","sp.",FALSE,TRUE
"517",4743,4743,10351,"Prosthenorchis sp.","Leontopithecus rosalia","Monteiro et al. 2010","Poco das Antas","0.26","Prosthenorchis sp.","Leontopithecus_rosalia","Prosthenorchis","sp.",FALSE,TRUE
"518",4774,4774,5663,"Enterococcus sp.","Lepilemur mustelinus","Junge and Louis 2002","Betampona","NULL","Enterococcus sp.","Lepilemur_mustelinus","Enterococcus","sp.",FALSE,TRUE
"519",4775,4775,5663,"Enterococcus sp.","Lepilemur mustelinus","Junge and Louis 2002","Betampona","NULL","Enterococcus sp.","Lepilemur_mustelinus","Enterococcus","sp.",FALSE,TRUE
"520",4776,4776,5663,"Enterococcus sp.","Lepilemur mustelinus","Junge and Louis 2002","Betampona","NULL","Enterococcus sp.","Lepilemur_mustelinus","Enterococcus","sp.",FALSE,TRUE
"521",4777,4777,5655,"Group D Enterococcus","Lepilemur mustelinus","Junge and Louis 2002","Betampona","NULL","Enterococcus sp.","Lepilemur_mustelinus","Enterococcus","sp.",FALSE,TRUE
"522",4778,4778,5655,"Group D Enterococcus","Lepilemur mustelinus","Junge and Louis 2002","Betampona","NULL","Enterococcus sp.","Lepilemur_mustelinus","Enterococcus","sp.",FALSE,TRUE
"523",4779,4779,5655,"Group D Enterococcus","Lepilemur mustelinus","Junge and Louis 2002","Betampona","NULL","Enterococcus sp.","Lepilemur_mustelinus","Enterococcus","sp.",FALSE,TRUE
"524",4769,4769,7245,"Lemurostrongyles sp.","Lepilemur edwardsi","Irwin and Raharison, 2009","MADAGASCAR","NULL","Lemurostrongylus sp.","Lepilemur_mustelinus","Lemurostrongylus","sp.",FALSE,TRUE
"525",4770,4770,9536,"Ornithodoros sp.","Lepilemur edwardsi","Hokan et al. 2017","Ankarafantsika","0.75","Ornithodoros sp.","Lepilemur_mustelinus","Ornithodoros","sp.",FALSE,TRUE
"526",4816,4816,8513,"Parahabronema","Lepilemur mustelinus","Junge et al. 2017","Ambatovy Joint Venture","0.6","Parabronema sp.","Lepilemur_mustelinus","Parabronema","sp.",FALSE,TRUE
"527",4817,4817,8513,"Parahabronema","Lepilemur mustelinus","Junge et al. 2017","Ambatovy Joint Venture","0.6","Parabronema sp.","Lepilemur_mustelinus","Parabronema","sp.",FALSE,TRUE
"528",4818,4818,8513,"Parahabronema","Lepilemur mustelinus","Junge et al. 2017","Ambatovy Joint Venture","0.6","Parabronema sp.","Lepilemur_mustelinus","Parabronema","sp.",FALSE,TRUE
