"","X.1","X","ID","ParasiteReportedName","HostReportedName","Citation","LocationName","TotalPrevalence","ParasiteCorrectedName","HostCorrectedName_Corbet","pargenera","sp","nonsp_in_gen","colsp"
"552",4987,4987,8992,"Taenia","Macaca fascicularis","Lane et al. 2011","Bali","0.137","Taenia sp.","Macaca_fascicularis","Taenia","sp.",FALSE,TRUE
"553",4988,4988,10374,"Taenia sp.","Macaca fascicularis","Salgado-Lynn 2010","Kinabatangan ","0.028","Taenia sp.","Macaca_fascicularis","Taenia","sp.",FALSE,TRUE
"554",4990,4990,9006,"Trichomonas","Macaca fascicularis","Lane et al. 2011","Bali","0.056","Trichomonas sp.","Macaca_fascicularis","Trichomonas","sp.",FALSE,TRUE
"555",4991,4991,8993,"Trichostrongylus","Macaca fascicularis","Lane et al. 2011","Bali","0.035","Trichostrongylus sp.","Macaca_fascicularis","Trichostrongylus","sp.",FALSE,TRUE
"556",4992,4992,783,"Trichostrongylus sp.","Macaca fascicularis","Son, 2002","Can Gio","0.127","Trichostrongylus sp.","Macaca_fascicularis","Trichostrongylus","sp.",FALSE,TRUE
"557",5015,5015,3080,"Enterobius sp.","Macaca fuscata","Rivera and Kanbara 1999","Takasaki-yama","0.3","Enterobius sp.","Macaca_fuscata","Enterobius","sp.",FALSE,TRUE
"558",5249,5249,9498,"Cryptosporidium sp.","Macaca mulatta","Debenham et al. 2017","Kurali","0.006","Cryptosporidium sp.","Macaca_mulatta","Cryptosporidium","sp.",FALSE,TRUE
"559",5284,5284,3232,"human T-cell leukemia virus","Macaca mulatta","Ishida et al. 1985","UNKNOWN","0.033","Deltaretrovirus sp.","Macaca_mulatta","Deltaretrovirus","sp.",FALSE,TRUE
"560",5282,5282,1350,"Gongylonema","Macaca mulatta","National Parasite Collection (WWW)","Unknown","NULL","Gongylonema sp.","Macaca_mulatta","Gongylonema","sp.",FALSE,TRUE
"561",5289,5289,2922,"Leptospira sp.","Macaca mulatta","Minette 1966","INDIA","0.02","Leptospira sp.","Macaca_mulatta","Leptospira","sp.",FALSE,TRUE
"562",5236,5236,5589,"Adenovirus sp.","Macaca mulatta","Bhatt et al. 1966","Lucknow","0.021","Mastadenovirus sp.","Macaca_mulatta","Mastadenovirus","sp.",FALSE,TRUE
"563",5313,5313,36,"Reovirus","Macaca mulatta","Bhatt et al. 1966","Lucknow","0.32","Reovirus sp.","Macaca_mulatta","Reovirus","sp.",FALSE,TRUE
"564",5323,5323,9056,"Salmonella spp.","Macaca mulatta","Beisner et al. 2016","Dehradun","0.022","Salmonella sp.","Macaca_mulatta","Salmonella","sp.",FALSE,TRUE
"565",5330,5330,9057,"Shigella spp.","Macaca mulatta","Beisner et al. 2016","Dehradun","0.049","Shigella sp.","Macaca_mulatta","Shigella","sp.",FALSE,TRUE
"566",5390,5390,5590,"Echovirus","Macaca radiata","Bhatt et al. 1966","Shimoga","NULL","Enterovirus sp.","Macaca_radiata","Enterovirus","sp.",FALSE,TRUE
"567",5391,5391,2,"Haemaphysalis sp.","Macaca radiata","Fiennes 1972","Kyasanur","NULL","Haemaphysalis sp.","Macaca_radiata","Haemaphysalis","sp.",FALSE,TRUE
"568",5397,5397,2923,"Leptospira sp.","Macaca radiata","Minette 1966","INDIA","0.04","Leptospira sp.","Macaca_radiata","Leptospira","sp.",FALSE,TRUE
"569",5414,5414,1743,"Reovirus","Macaca radiata","Bhatt et al. 1966","Shimoga","0.86","Reovirus sp.","Macaca_radiata","Reovirus","sp.",FALSE,TRUE
"570",5416,5416,7873,"Ancylostoma","Macaca silenus","Hussain et al. 2013","Valparai","0.264","Ancylostoma sp.","Macaca_silenus","Ancylostoma","sp.",FALSE,TRUE
"571",5417,5417,9982,"Ascaris sp.","Macaca silenus","Kumar et al. 2019","Chiksuli","0.124","Ascaris sp.","Macaca_silenus","Ascaris","sp.",FALSE,TRUE
"572",5420,5420,7874,"Bunostomum","Macaca silenus","Hussain et al. 2013","Valparai","0.242","Bunostomum sp.","Macaca_silenus","Bunostomum","sp.",FALSE,TRUE
"573",5421,5421,9980,"Bunostomum sp.","Macaca silenus","Kumar et al. 2019","Chiksuli","0.005","Bunostomum sp.","Macaca_silenus","Bunostomum","sp.",FALSE,TRUE
"574",5422,5422,7878,"Cotylophoron","Macaca silenus","Hussain et al. 2013","Valparai","0.121","Cotylophoron sp.","Macaca_silenus","Cotylophoron","sp.",FALSE,TRUE
"575",5423,5423,7880,"Diphyllobothrium","Macaca silenus","Hussain et al. 2013","Valparai","0.022","Diphyllobothrium sp.","Macaca_silenus","Diphyllobothrium","sp.",FALSE,TRUE
"576",5424,5424,9989,"Diphylobothrium sp.","Macaca silenus","Kumar et al. 2019","Chiksuli","0.021","Diphyllobothrium sp.","Macaca_silenus","Diphyllobothrium","sp.",FALSE,TRUE
"577",5429,5429,7876,"Haemonchus","Macaca silenus","Hussain et al. 2013","Valparai","0.154","Haemonchus sp.","Macaca_silenus","Haemonchus","sp.",FALSE,TRUE
"578",5430,5430,9981,"Haemonchus sp.","Macaca silenus","Kumar et al. 2019","Chiksuli","0.01","Haemonchus sp.","Macaca_silenus","Haemonchus","sp.",FALSE,TRUE
"579",5431,5431,9988,"Metastrongylus sp.","Macaca silenus","Kumar et al. 2019","Chiksuli","0.005","Metastrongylus sp.","Macaca_silenus","Metastrongylus","sp.",FALSE,TRUE
"580",5432,5432,7879,"Moniezia","Macaca silenus","Hussain et al. 2013","Valparai","0.011","Moniezia sp.","Macaca_silenus","Moniezia","sp.",FALSE,TRUE
"581",5433,5433,9983,"Oesophagostomum sp.","Macaca silenus","Kumar et al. 2019","Chiksuli","0.005","Oesophagostomum sp.","Macaca_silenus","Oesophagostomum","sp.",FALSE,TRUE
"582",5434,5434,9957,"Plasmodium sp.","Macaca silenus","Dixit et al. 2018","Southern India","0.667","Plasmodium sp.","Macaca_silenus","Plasmodium","sp.",FALSE,TRUE
"583",5437,5437,9984,"Toxocara sp.","Macaca silenus","Kumar et al. 2019","Chiksuli","0.026","Toxocara sp.","Macaca_silenus","Toxocara","sp.",FALSE,TRUE
"584",5438,5438,9986,"Trichostrongylus sp.","Macaca silenus","Kumar et al. 2019","Chiksuli","0.036","Trichostrongylus sp.","Macaca_silenus","Trichostrongylus","sp.",FALSE,TRUE
"585",5439,5439,7877,"Trichuris","Macaca silenus","Hussain et al. 2013","Valparai","0.318","Trichuris sp.","Macaca_silenus","Trichuris","sp.",FALSE,TRUE
"586",5440,5440,9978,"Trichuris sp.","Macaca silenus","Kumar et al. 2019","Chiksuli","0.057","Trichuris sp.","Macaca_silenus","Trichuris","sp.",FALSE,TRUE
"587",5475,5475,5969,"Chilomastix spp.","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.17","Chilomastix sp.","Macaca_sinica","Chilomastix","sp.",FALSE,TRUE
"588",5476,5476,5970,"Chilomastix spp.","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.07","Chilomastix sp.","Macaca_sinica","Chilomastix","sp.",FALSE,TRUE
"589",5477,5477,5971,"Chilomastix spp.","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.06","Chilomastix sp.","Macaca_sinica","Chilomastix","sp.",FALSE,TRUE
"590",5478,5478,5972,"Chilomastix spp.","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.19","Chilomastix sp.","Macaca_sinica","Chilomastix","sp.",FALSE,TRUE
"591",5479,5479,6096,"Chilomastix spp.","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.124","Chilomastix sp.","Macaca_sinica","Chilomastix","sp.",FALSE,TRUE
"592",5480,5480,5937,"Cryptosporidium","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.26","Cryptosporidium sp.","Macaca_sinica","Cryptosporidium","sp.",FALSE,TRUE
"593",5481,5481,5938,"Cryptosporidium","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.32","Cryptosporidium sp.","Macaca_sinica","Cryptosporidium","sp.",FALSE,TRUE
"594",5482,5482,5939,"Cryptosporidium","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.33","Cryptosporidium sp.","Macaca_sinica","Cryptosporidium","sp.",FALSE,TRUE
"595",5483,5483,5940,"Cryptosporidium","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.26","Cryptosporidium sp.","Macaca_sinica","Cryptosporidium","sp.",FALSE,TRUE
"596",5453,5453,234,"human T-cell leukemia virus","Macaca sinica","Ishida et al. 1985","SRI LANKA","0.175","Deltaretrovirus sp.","Macaca_sinica","Deltaretrovirus","sp.",FALSE,TRUE
"597",5454,5454,5396,"human T-cell leukemia virus","Macaca sinica","Ishida et al. 1985","SRI LANKA","0.188","Deltaretrovirus sp.","Macaca_sinica","Deltaretrovirus","sp.",FALSE,TRUE
"598",5455,5455,5432,"human T-cell leukemia virus","Macaca sinica","Ishida et al. 1985","SRI LANKA","0.168","Deltaretrovirus sp.","Macaca_sinica","Deltaretrovirus","sp.",FALSE,TRUE
"599",5456,5456,5468,"human T-cell leukemia virus","Macaca sinica","Ishida et al. 1985","SRI LANKA","0.267","Deltaretrovirus sp.","Macaca_sinica","Deltaretrovirus","sp.",FALSE,TRUE
"600",5457,5457,5531,"human T-cell leukemia virus","Macaca sinica","Ishida et al. 1985","SRI LANKA","0.071","Deltaretrovirus sp.","Macaca_sinica","Deltaretrovirus","sp.",FALSE,TRUE
"601",5499,5499,5945,"Enterobius spp.","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.7","Enterobius sp.","Macaca_sinica","Enterobius","sp.",FALSE,TRUE
"602",5500,5500,5946,"Enterobius spp.","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.31","Enterobius sp.","Macaca_sinica","Enterobius","sp.",FALSE,TRUE
"603",5501,5501,5947,"Enterobius spp.","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.49","Enterobius sp.","Macaca_sinica","Enterobius","sp.",FALSE,TRUE
"604",5502,5502,5948,"Enterobius spp.","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.55","Enterobius sp.","Macaca_sinica","Enterobius","sp.",FALSE,TRUE
"605",5503,5503,6090,"Enterobius spp.","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.517","Enterobius sp.","Macaca_sinica","Enterobius","sp.",FALSE,TRUE
"606",5504,5504,5957,"Iodamoeba spp.","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.25","Iodamoeba sp.","Macaca_sinica","Iodamoeba","sp.",FALSE,TRUE
"607",5505,5505,5958,"Iodamoeba spp.","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.26","Iodamoeba sp.","Macaca_sinica","Iodamoeba","sp.",FALSE,TRUE
"608",5506,5506,5959,"Iodamoeba spp.","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.28","Iodamoeba sp.","Macaca_sinica","Iodamoeba","sp.",FALSE,TRUE
"609",5507,5507,5960,"Iodamoeba spp.","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.24","Iodamoeba sp.","Macaca_sinica","Iodamoeba","sp.",FALSE,TRUE
"610",5508,5508,6093,"Iodamoeba spp.","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.258","Iodamoeba sp.","Macaca_sinica","Iodamoeba","sp.",FALSE,TRUE
"611",5509,5509,5949,"Strongyloides spp.","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.34","Strongyloides sp.","Macaca_sinica","Strongyloides","sp.",FALSE,TRUE
"612",5510,5510,5950,"Strongyloides spp.","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.24","Strongyloides sp.","Macaca_sinica","Strongyloides","sp.",FALSE,TRUE
"613",5511,5511,5951,"Strongyloides spp.","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.25","Strongyloides sp.","Macaca_sinica","Strongyloides","sp.",FALSE,TRUE
"614",5512,5512,5952,"Strongyloides spp.","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.33","Strongyloides sp.","Macaca_sinica","Strongyloides","sp.",FALSE,TRUE
"615",5513,5513,6091,"Strongyloides spp.","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.292","Strongyloides sp.","Macaca_sinica","Strongyloides","sp.",FALSE,TRUE
"616",5468,5468,7992,"Trichuris sp.","Macaca sinica","Huffman et al. 2013","SRI LANKA","0.22","Trichuris sp.","Macaca_sinica","Trichuris","sp.",FALSE,TRUE
"617",5514,5514,5953,"Trichuris spp.","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.08","Trichuris sp.","Macaca_sinica","Trichuris","sp.",FALSE,TRUE
"618",5515,5515,5954,"Trichuris spp.","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.09","Trichuris sp.","Macaca_sinica","Trichuris","sp.",FALSE,TRUE
"619",5516,5516,5955,"Trichuris spp.","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.11","Trichuris sp.","Macaca_sinica","Trichuris","sp.",FALSE,TRUE
"620",5517,5517,5956,"Trichuris spp.","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.07","Trichuris sp.","Macaca_sinica","Trichuris","sp.",FALSE,TRUE
"621",5518,5518,6092,"Trichuris spp.","Macaca sinica sinica","Ekanayake et al. 2006","Polonnaruwa","0.09","Trichuris sp.","Macaca_sinica","Trichuris","sp.",FALSE,TRUE
"622",5193,5193,3864,"Anatrichosoma sp.","Macaca hecki","Gotoh et al. 2001","Tambu","0.619","Anatrichosoma sp.","Macaca_tonkeana","Anatrichosoma","sp.",FALSE,TRUE
"623",5201,5201,3872,"Anatrichosoma sp.","Macaca hecki / M. tonkeana hybrid","Gotoh et al. 2001","Kebun-Kopi","0.379","Anatrichosoma sp.","Macaca_tonkeana","Anatrichosoma","sp.",FALSE,TRUE
"624",5208,5208,3863,"Eutrombicula","Macaca hecki or tonkeana","Gotoh et al. 2001","Tambu","NULL","Eutrombicula sp.","Macaca_tonkeana","Eutrombicula","sp.",FALSE,TRUE
"625",5202,5202,3874,"Oesophagostomum sp.","Macaca hecki / M. tonkeana hybrid","Gotoh et al. 2001","Kebun-Kopi","0.4","Oesophagostomum sp.","Macaca_tonkeana","Oesophagostomum","sp.",FALSE,TRUE
"626",5195,5195,3868,"Physaloptera sp.","Macaca hecki","Gotoh et al. 2001","Tambu","0.112","Physaloptera sp.","Macaca_tonkeana","Physaloptera","sp.",FALSE,TRUE
"627",5203,5203,3876,"Physaloptera sp.","Macaca hecki / M. tonkeana hybrid","Gotoh et al. 2001","Kebun-Kopi","0.08","Physaloptera sp.","Macaca_tonkeana","Physaloptera","sp.",FALSE,TRUE
"628",5196,5196,3861,"Plasmodium sp.","Macaca hecki","Gotoh et al. 2001","Tambu","0.682","Plasmodium sp.","Macaca_tonkeana","Plasmodium","sp.",FALSE,TRUE
"629",5204,5204,3862,"Plasmodium sp.","Macaca hecki / M. tonkeana hybrid","Gotoh et al. 2001","Kebun-Kopi","0.653","Plasmodium sp.","Macaca_tonkeana","Plasmodium","sp.",FALSE,TRUE
"630",5207,5207,3878,"Watsonius sp.","Macaca hecki / M. tonkeana hybrid","Gotoh et al. 2001","Kebun-Kopi","0.04","Watsonius sp.","Macaca_tonkeana","Watsonius","sp.",FALSE,TRUE
"631",5565,5565,4,"Sarcoptes sp.","Mandrillus leucophaeus","Fiennes 1972","GUINEA","NULL","Sarcoptes sp.","Mandrillus_leucophaeus","Sarcoptes","sp.",FALSE,TRUE
"632",8366,8366,2317,"Dicrocoelium sp.","Papio sphinx","Myers and Kuntz 1965","GUINEA","NULL","Dicrocoelium sp.","Mandrillus_sphinx","Dicrocoelium","sp.",FALSE,TRUE
"633",5598,5598,8146,"Mammomonogamous sp.","Mandrillus sphinx","Poirotte et al. 2015","Lekedi Park","0.023","Mammomonogamus sp.","Mandrillus_sphinx","Mammomonogamus","sp.",FALSE,TRUE
"634",5599,5599,4812,"Mammomonogamus","Mandrillus sphinx","Setchell et al. 2007","Gabon","0.001","Mammomonogamus sp.","Mandrillus_sphinx","Mammomonogamus","sp.",FALSE,TRUE
"635",5600,5600,9734,"Mammomonogamus sp.","Mandrillus sphinx","Poirotte et al. 2017","Bakoumba","0.014","Mammomonogamus sp.","Mandrillus_sphinx","Mammomonogamus","sp.",FALSE,TRUE
"636",5568,5568,1353,"Abbreviata","Mandrillus sphinx","National Parasite Collection (WWW)","Minkouala village","NULL","Physaloptera sp.","Mandrillus_sphinx","Physaloptera","sp.",FALSE,TRUE
"637",5569,5569,1354,"Abbreviata","Mandrillus sphinx","National Parasite Collection (WWW)","Djidji","NULL","Physaloptera sp.","Mandrillus_sphinx","Physaloptera","sp.",FALSE,TRUE
"638",5616,5616,1355,"Streptopharagus","Mandrillus sphinx","National Parasite Collection (WWW)","Minkouala village","NULL","Streptopharagus sp.","Mandrillus_sphinx","Streptopharagus","sp.",FALSE,TRUE
"639",5617,5617,8145,"Strongyloides sp.","Mandrillus sphinx","Poirotte et al. 2015","Lekedi Park","0.139","Strongyloides sp.","Mandrillus_sphinx","Strongyloides","sp.",FALSE,TRUE
"640",5618,5618,9043,"Strongyloides sp.","Mandrillus sphinx","Pouillevet et al. 2017","Lekedi Park","0.21","Strongyloides sp.","Mandrillus_sphinx","Strongyloides","sp.",FALSE,TRUE
"641",5619,5619,9044,"Strongyloides sp.","Mandrillus sphinx","Pouillevet et al. 2017","Lekedi Park","0.38","Strongyloides sp.","Mandrillus_sphinx","Strongyloides","sp.",FALSE,TRUE
"642",5620,5620,9045,"Strongyloides sp.","Mandrillus sphinx","Pouillevet et al. 2017","Lekedi Park","0.3","Strongyloides sp.","Mandrillus_sphinx","Strongyloides","sp.",FALSE,TRUE
"643",5621,5621,9046,"Strongyloides sp.","Mandrillus sphinx","Pouillevet et al. 2017","Lekedi Park","0.21","Strongyloides sp.","Mandrillus_sphinx","Strongyloides","sp.",FALSE,TRUE
"644",5622,5622,9732,"Strongyloides sp.","Mandrillus sphinx","Poirotte et al. 2017","Bakoumba","0.162","Strongyloides sp.","Mandrillus_sphinx","Strongyloides","sp.",FALSE,TRUE
"645",5623,5623,8144,"Trichostrongylus sp.","Mandrillus sphinx","Poirotte et al. 2015","Lekedi Park","0.234","Trichostrongylus sp.","Mandrillus_sphinx","Trichostrongylus","sp.",FALSE,TRUE
"646",5624,5624,9733,"Trichostrongylus sp.","Mandrillus sphinx","Poirotte et al. 2017","Bakoumba","0.122","Trichostrongylus sp.","Mandrillus_sphinx","Trichostrongylus","sp.",FALSE,TRUE
"647",5625,5625,4811,"Trichuris","Mandrillus sphinx","Setchell et al. 2007","Gabon","0.001","Trichuris sp.","Mandrillus_sphinx","Trichuris","sp.",FALSE,TRUE
"648",5663,5663,9059,"Ascaris sp.","Microcebus berthae","Springer and Kappeler 2016","Kirindy","NULL","Ascaris sp.","Microcebus_murinus","Ascaris","sp.",FALSE,TRUE
"649",5669,5669,6716,"Ascaris sp.","Microcebus murinus","Raharivololona et al. 2007","Mandena","0.01","Ascaris sp.","Microcebus_murinus","Ascaris","sp.",FALSE,TRUE
"650",5670,5670,7262,"Ascaris sp.","Microcebus murinus","Raharivololona 2006","Mandena","0.01","Ascaris sp.","Microcebus_murinus","Ascaris","sp.",FALSE,TRUE
"651",5671,5671,8652,"Ascaris sp.","Microcebus murinus","Springer and Kappeler 2016","Kirindy","0.2","Ascaris sp.","Microcebus_murinus","Ascaris","sp.",FALSE,TRUE
"652",5672,5672,8660,"Ascaris sp.","Microcebus murinus","Springer and Kappeler 2016","Kirindy","0.011","Ascaris sp.","Microcebus_murinus","Ascaris","sp.",FALSE,TRUE
"653",5673,5673,9090,"Ascaris sp.","Microcebus murinus","Radespiel et al. 2015","Ankarafantsika","0.053","Ascaris sp.","Microcebus_murinus","Ascaris","sp.",FALSE,TRUE
"654",5674,5674,9976,"Ascaris sp.","Microcebus murinus","Poirotte and Kappeler 2019","Kirindy","0.036","Ascaris sp.","Microcebus_murinus","Ascaris","sp.",FALSE,TRUE
"655",5675,5675,9591,"Ascaris spp.","Microcebus murinus","Rakotoniaina et al. 2016","Kirindy","0.125","Ascaris sp.","Microcebus_murinus","Ascaris","sp.",FALSE,TRUE
"656",5779,5779,9095,"Ascaris sp.","Microcebus ravelobensis","Radespiel et al. 2015","Ankarafantsika","0.097","Ascaris sp.","Microcebus_murinus","Ascaris","sp.",FALSE,TRUE
"657",5676,5676,6719,"Capillaria sp.","Microcebus murinus","Raharivololona et al. 2007","Mandena","0.01","Capillaria sp.","Microcebus_murinus","Capillaria","sp.",FALSE,TRUE
"658",5677,5677,7267,"Capillaria sp.","Microcebus murinus","Raharivololona 2006","Mandena","0.01","Capillaria sp.","Microcebus_murinus","Capillaria","sp.",FALSE,TRUE
"659",5678,5678,9596,"Capillaria spp.","Microcebus murinus","Rakotoniaina et al. 2016","Kirindy","0.004","Capillaria sp.","Microcebus_murinus","Capillaria","sp.",FALSE,TRUE
"660",5681,5681,6720,"Enterobius sp.","Microcebus murinus","Raharivololona et al. 2007","Mandena","0.01","Enterobius sp.","Microcebus_murinus","Enterobius","sp.",FALSE,TRUE
"661",5682,5682,7269,"Enterobius sp.","Microcebus murinus","Raharivololona 2006","Mandena","0.01","Enterobius sp.","Microcebus_murinus","Enterobius","sp.",FALSE,TRUE
"662",5664,5664,9060,"Hymenolepis sp.","Microcebus berthae","Springer and Kappeler 2016","Kirindy","NULL","Hymenolepis sp.","Microcebus_murinus","Hymenolepis","sp.",FALSE,TRUE
"663",5686,5686,6721,"Hymenolepis sp.","Microcebus murinus","Raharivololona et al. 2007","Mandena","0.337","Hymenolepis sp.","Microcebus_murinus","Hymenolepis","sp.",FALSE,TRUE
"664",5687,5687,7272,"Hymenolepis sp.","Microcebus murinus","Raharivololona 2006","Mandena","0.337","Hymenolepis sp.","Microcebus_murinus","Hymenolepis","sp.",FALSE,TRUE
"665",5688,5688,8649,"Hymenolepis sp.","Microcebus murinus","Springer and Kappeler 2016","Kirindy","0.595","Hymenolepis sp.","Microcebus_murinus","Hymenolepis","sp.",FALSE,TRUE
"666",5689,5689,8657,"Hymenolepis sp.","Microcebus murinus","Springer and Kappeler 2016","Kirindy","0.374","Hymenolepis sp.","Microcebus_murinus","Hymenolepis","sp.",FALSE,TRUE
"667",5690,5690,6979,"Hymenolepis sp. 1","Microcebus murinus","Raharivololona and Ganzhorn 2010","Mandena","0.23","Hymenolepis sp.","Microcebus_murinus","Hymenolepis","sp.",FALSE,TRUE
"668",5691,5691,7004,"Hymenolepis sp. 1","Microcebus murinus","Raharivololona and Ganzhorn 2009","Mandena","0.214","Hymenolepis sp.","Microcebus_murinus","Hymenolepis","sp.",FALSE,TRUE
"669",5692,5692,7007,"Hymenolepis sp. 1","Microcebus murinus","Raharivololona and Ganzhorn 2009","Mandena","0.333","Hymenolepis sp.","Microcebus_murinus","Hymenolepis","sp.",FALSE,TRUE
"670",5693,5693,7014,"Hymenolepis sp. 1","Microcebus murinus","Raharivololona and Ganzhorn 2009","Mandena","0.074","Hymenolepis sp.","Microcebus_murinus","Hymenolepis","sp.",FALSE,TRUE
"671",5694,5694,7017,"Hymenolepis sp. 1","Microcebus murinus","Raharivololona and Ganzhorn 2009","Mandena","0.383","Hymenolepis sp.","Microcebus_murinus","Hymenolepis","sp.",FALSE,TRUE
"672",5695,5695,7024,"Hymenolepis sp. 1","Microcebus murinus","Raharivololona and Ganzhorn 2009","Mandena","0.267","Hymenolepis sp.","Microcebus_murinus","Hymenolepis","sp.",FALSE,TRUE
"673",5696,5696,9092,"Hymenolepis sp. 1","Microcebus murinus","Radespiel et al. 2015","Ankarafantsika","0.011","Hymenolepis sp.","Microcebus_murinus","Hymenolepis","sp.",FALSE,TRUE
"674",5698,5698,7006,"Hymenolepis sp. 2","Microcebus murinus","Raharivololona and Ganzhorn 2009","Mandena","0.083","Hymenolepis sp.","Microcebus_murinus","Hymenolepis","sp.",FALSE,TRUE
"675",5699,5699,7015,"Hymenolepis sp. 2","Microcebus murinus","Raharivololona and Ganzhorn 2009","Mandena","0.019","Hymenolepis sp.","Microcebus_murinus","Hymenolepis","sp.",FALSE,TRUE
"676",5700,5700,7016,"Hymenolepis sp. 2","Microcebus murinus","Raharivololona and Ganzhorn 2009","Mandena","0.021","Hymenolepis sp.","Microcebus_murinus","Hymenolepis","sp.",FALSE,TRUE
"677",5701,5701,7025,"Hymenolepis sp. 2","Microcebus murinus","Raharivololona and Ganzhorn 2009","Mandena","0.067","Hymenolepis sp.","Microcebus_murinus","Hymenolepis","sp.",FALSE,TRUE
"678",5703,5703,9583,"Hymenolepis spp.","Microcebus murinus","Rakotoniaina et al. 2016","Kirindy","0.523","Hymenolepis sp.","Microcebus_murinus","Hymenolepis","sp.",FALSE,TRUE
"679",5783,5783,9097,"Hymenolepis sp. 1","Microcebus ravelobensis","Radespiel et al. 2015","Ankarafantsika","0.023","Hymenolepis sp.","Microcebus_murinus","Hymenolepis","sp.",FALSE,TRUE
"680",5784,5784,9098,"Hymenolepis sp. 2","Microcebus ravelobensis","Radespiel et al. 2015","Ankarafantsika","0.01","Hymenolepis sp.","Microcebus_murinus","Hymenolepis","sp.",FALSE,TRUE
"681",5720,5720,10280,"Listophoroides sp.","Microcebus murinus","Kiene et al. 2020","Mariarano","0.811","Listrophoroides sp.","Microcebus_murinus","Listrophoroides","sp.",FALSE,TRUE
"682",5721,5721,10284,"Listophoroides sp.","Microcebus murinus","Kiene et al. 2020","Ankarafantsika","0.2857","Listrophoroides sp.","Microcebus_murinus","Listrophoroides","sp.",FALSE,TRUE
"683",5789,5789,10272,"Listophoroides sp.","Microcebus ravelobensis","Kiene et al. 2020","Mariarano","0.2876","Listrophoroides sp.","Microcebus_murinus","Listrophoroides","sp.",FALSE,TRUE
"684",5790,5790,10276,"Listophoroides sp.","Microcebus ravelobensis","Kiene et al. 2020","Ankarafantsika","0.0562","Listrophoroides sp.","Microcebus_murinus","Listrophoroides","sp.",FALSE,TRUE
"685",5722,5722,8655,"Metagonimus sp.","Microcebus murinus","Springer and Kappeler 2016","Kirindy","0.02","Metagonimus sp.","Microcebus_murinus","Metagonimus","sp.",FALSE,TRUE
"686",5724,5724,9600,"Metagonimus spp.","Microcebus murinus","Rakotoniaina et al. 2016","Kirindy","0.027","Metagonimus sp.","Microcebus_murinus","Metagonimus","sp.",FALSE,TRUE
"687",5726,5726,8664,"Oesophagostomum sp.","Microcebus murinus","Springer and Kappeler 2016","Kirindy","0.006","Oesophagostomum sp.","Microcebus_murinus","Oesophagostomum","sp.",FALSE,TRUE
"688",5727,5727,9594,"Oesophagostomum spp.","Microcebus murinus","Rakotoniaina et al. 2016","Kirindy","0.004","Oesophagostomum sp.","Microcebus_murinus","Oesophagostomum","sp.",FALSE,TRUE
"689",5728,5728,8654,"Opisthorchis sp.","Microcebus murinus","Springer and Kappeler 2016","Kirindy","0.004","Opisthorchis sp.","Microcebus_murinus","Opisthorchis","sp.",FALSE,TRUE
"690",5730,5730,9599,"Opisthorchis spp.","Microcebus murinus","Rakotoniaina et al. 2016","Kirindy","0.002","Opisthorchis sp.","Microcebus_murinus","Opisthorchis","sp.",FALSE,TRUE
"691",5731,5731,9974,"Oxyuridae sp.","Microcebus murinus","Poirotte and Kappeler 2019","Kirindy","0.145","Oxyuridae sp.","Microcebus_murinus","Oxyuridae","sp.",FALSE,TRUE
"692",5737,5737,9598,"Strongylida spp.","Microcebus murinus","Rakotoniaina et al. 2016","Kirindy","0.197","Strongylida sp.","Microcebus_murinus","Strongylida","sp.",FALSE,TRUE
