"","HostCorrectedName","bodymass_kg","mean_groupsize","mean_dayrange_meters","homerange_ha","social_time","SSD","diel_activity","habitat_category","locomotion","mating_system","trophic_folivore","trophic_Omnivore","realm","iucn"
"959","Galagoides_demidoff",0.23625,2.777777778,NA,1.6,NA,1.007297552,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"960","Mandrillus_sphinx",23.6,363.55,2881.5,6160.5,NA,2.6875,"diurnal","forest","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","vulnerable"
"961","Pan_troglodytes",53.7,48.44416667,2225,1916.47,14.05,1.265822785,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"962","Alouatta_seniculus",6.285,8.684761905,729.8,16.64,2.833333333,1.325707023,"diurnal","forest_savanna","arboreal","polygynous","Folivore","Other","Neotropics","least concern"
"963","Cercopithecus_campbelli",3.75,14.75,1155,34.59375,8.933333333,1.830188679,"diurnal","forest_savanna","arboreal","polygynous","Non-Folivore","Other","M_Africa","least concern"
"964","Pan_troglodytes",53.7,48.44416667,2225,1916.47,14.05,1.265822785,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"965","Procolobus_verus",4.45,18.61428571,1212,43.3,4.35,1.119047619,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","M_Africa","near threatened"
"966","Papio_anubis",16.65,40.525,3384.25,2260,13.2,1.729508197,"diurnal","forest_savanna_shrubland_grassland","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"967","Papio_anubis",16.65,40.525,3384.25,2260,13.2,1.729508197,"diurnal","forest_savanna_shrubland_grassland","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"968","Galagoides_demidoff",0.23625,2.777777778,NA,1.6,NA,1.007297552,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"969","Pan_troglodytes",53.7,48.44416667,2225,1916.47,14.05,1.265822785,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"970","Papio_anubis",16.65,40.525,3384.25,2260,13.2,1.729508197,"diurnal","forest_savanna_shrubland_grassland","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"971","Papio_anubis",16.65,40.525,3384.25,2260,13.2,1.729508197,"diurnal","forest_savanna_shrubland_grassland","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"972","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"973","Papio_anubis",16.65,40.525,3384.25,2260,13.2,1.729508197,"diurnal","forest_savanna_shrubland_grassland","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"974","Galagoides_demidoff",0.23625,2.777777778,NA,1.6,NA,1.007297552,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"975","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"976","Macaca_fascicularis",4.03,38.525,1602.9,95,10.7,1.50621118,"diurnal","forest_wetlands","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","least concern"
"977","Nasalis_larvatus",15.75,13.82307692,748,389.85,6.1,2.005725191,"diurnal","forest","arboreal","polygynous","Folivore","Other","Asia","endangered"
"978","Nycticebus_coucang",0.675,2.083333333,NA,7.651666667,3,0.816906475,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Other","Asia","vulnerable"
"979","Hylobates_lar",5.83,3.910588235,1427,37,8.4,1.003190184,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Asia","endangered"
"980","Galagoides_demidoff",0.23625,2.777777778,NA,1.6,NA,1.007297552,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"981","Cercocebus_galeritus",8.514,29.65,1653.625,200.675,11.27142857,1.745784148,"diurnal","forest","both","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"982","Pan_troglodytes",53.7,48.44416667,2225,1916.47,14.05,1.265822785,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"983","Pan_troglodytes",53.7,48.44416667,2225,1916.47,14.05,1.265822785,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"984","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"985","Papio_anubis",16.65,40.525,3384.25,2260,13.2,1.729508197,"diurnal","forest_savanna_shrubland_grassland","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"986","Alouatta_villosa",6.56,6.13375,476.125,11.98,2.866666667,1.338266762,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","endangered"
"987","Nasalis_larvatus",15.75,13.82307692,748,389.85,6.1,2.005725191,"diurnal","forest","arboreal","polygynous","Folivore","Other","Asia","endangered"
"988","Colobus_angolensis",8.6,30.09333333,983,1405.5,5,1.324324324,"diurnal","forest","arboreal","polygynous","Folivore","Other","M_Africa","least concern"
"989","Microcebus_murinus",0.048769231,2,1468.5,1.935384615,5,0.922264844,"nocturnal","forest_shrubland","arboreal","dispersed","Non-Folivore","Other","Madagascar","least concern"
"990","Microcebus_murinus",0.048769231,2,1468.5,1.935384615,5,0.922264844,"nocturnal","forest_shrubland","arboreal","dispersed","Non-Folivore","Other","Madagascar","least concern"
"991","Macaca_silenus",7.5,19,2000,251.8266667,7.3,1.459016393,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"992","Colobus_angolensis",8.6,30.09333333,983,1405.5,5,1.324324324,"diurnal","forest","arboreal","polygynous","Folivore","Other","M_Africa","least concern"
"993","Microcebus_murinus",0.048769231,2,1468.5,1.935384615,5,0.922264844,"nocturnal","forest_shrubland","arboreal","dispersed","Non-Folivore","Other","Madagascar","least concern"
"994","Colobus_angolensis",8.6,30.09333333,983,1405.5,5,1.324324324,"diurnal","forest","arboreal","polygynous","Folivore","Other","M_Africa","least concern"
"995","Microcebus_murinus",0.048769231,2,1468.5,1.935384615,5,0.922264844,"nocturnal","forest_shrubland","arboreal","dispersed","Non-Folivore","Other","Madagascar","least concern"
"996","Galagoides_demidoff",0.23625,2.777777778,NA,1.6,NA,1.007297552,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"997","Pongo_pygmaeus",56.95,1.311666667,669.3333333,418,0.89,2.19047619,"diurnal","forest","arboreal","dispersed","Non-Folivore","Other","Asia","endangered"
"998","Microcebus_murinus",0.048769231,2,1468.5,1.935384615,5,0.922264844,"nocturnal","forest_shrubland","arboreal","dispersed","Non-Folivore","Other","Madagascar","least concern"
"999","Mandrillus_sphinx",23.6,363.55,2881.5,6160.5,NA,2.6875,"diurnal","forest","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","vulnerable"
"1000","Macaca_silenus",7.5,19,2000,251.8266667,7.3,1.459016393,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"1001","Cheirogaleus_medius",0.176666667,4.5,767.2,2.053333333,NA,0.979674797,"nocturnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","least concern"
"1002","Hylobates_lar",5.83,3.910588235,1427,37,8.4,1.003190184,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Asia","endangered"
"1003","Colobus_angolensis",8.6,30.09333333,983,1405.5,5,1.324324324,"diurnal","forest","arboreal","polygynous","Folivore","Other","M_Africa","least concern"
"1004","Galagoides_demidoff",0.23625,2.777777778,NA,1.6,NA,1.007297552,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"1005","Papio_hamadryas",13.4,100.825,9625,1865,20,1.707070707,"diurnal","shrubland_grassland_rocky.areas","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"1006","Papio_hamadryas",13.4,100.825,9625,1865,20,1.707070707,"diurnal","shrubland_grassland_rocky.areas","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"1007","Microcebus_murinus",0.048769231,2,1468.5,1.935384615,5,0.922264844,"nocturnal","forest_shrubland","arboreal","dispersed","Non-Folivore","Other","Madagascar","least concern"
"1008","Colobus_angolensis",8.6,30.09333333,983,1405.5,5,1.324324324,"diurnal","forest","arboreal","polygynous","Folivore","Other","M_Africa","least concern"
"1009","Cheirogaleus_medius",0.176666667,4.5,767.2,2.053333333,NA,0.979674797,"nocturnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","least concern"
"1010","Microcebus_murinus",0.048769231,2,1468.5,1.935384615,5,0.922264844,"nocturnal","forest_shrubland","arboreal","dispersed","Non-Folivore","Other","Madagascar","least concern"
"1011","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"1012","Cheirogaleus_medius",0.176666667,4.5,767.2,2.053333333,NA,0.979674797,"nocturnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","least concern"
"1013","Lemur_catta",2.21,12.81428571,1050,13.05333333,7,1,"diurnal","forest_shrubland","both","multimale-multifemale","Folivore","Other","Madagascar","endangered"
"1014","Papio_hamadryas",13.4,100.825,9625,1865,20,1.707070707,"diurnal","shrubland_grassland_rocky.areas","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"1015","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"1016","Papio_hamadryas",13.4,100.825,9625,1865,20,1.707070707,"diurnal","shrubland_grassland_rocky.areas","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"1017","Papio_hamadryas",13.4,100.825,9625,1865,20,1.707070707,"diurnal","shrubland_grassland_rocky.areas","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"1018","Galagoides_demidoff",0.23625,2.777777778,NA,1.6,NA,1.007297552,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"1019","Papio_hamadryas",13.4,100.825,9625,1865,20,1.707070707,"diurnal","shrubland_grassland_rocky.areas","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"1020","Presbytis_entellus",15.398,34.75,853.25,268.4458333,NA,1.318002985,"diurnal","forest_savanna_shrubland_rocky.areas","both","polygynous","Folivore","Other","Asia","least concern"
"1021","Microcebus_murinus",0.048769231,2,1468.5,1.935384615,5,0.922264844,"nocturnal","forest_shrubland","arboreal","dispersed","Non-Folivore","Other","Madagascar","least concern"
"1022","Microcebus_murinus",0.048769231,2,1468.5,1.935384615,5,0.922264844,"nocturnal","forest_shrubland","arboreal","dispersed","Non-Folivore","Other","Madagascar","least concern"
"1023","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"1024","Galagoides_demidoff",0.23625,2.777777778,NA,1.6,NA,1.007297552,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"1025","Erythrocebus_patas",9.45,37.5,4596.5,2046.333333,13.5,1.907692308,"diurnal","forest_savanna_shrubland_grassland","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"1026","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"1027","Hylobates_syndactylus",11.3,3.5875,906,17.3,4.5,1.112149533,"diurnal","forest","arboreal","monogamy","Folivore","Other","Asia","endangered"
"1028","Pongo_pygmaeus",56.95,1.311666667,669.3333333,418,0.89,2.19047619,"diurnal","forest","arboreal","dispersed","Non-Folivore","Other","Asia","endangered"
"1029","Microcebus_murinus",0.048769231,2,1468.5,1.935384615,5,0.922264844,"nocturnal","forest_shrubland","arboreal","dispersed","Non-Folivore","Other","Madagascar","least concern"
"1030","Cheirogaleus_medius",0.176666667,4.5,767.2,2.053333333,NA,0.979674797,"nocturnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","least concern"
"1031","Colobus_angolensis",8.6,30.09333333,983,1405.5,5,1.324324324,"diurnal","forest","arboreal","polygynous","Folivore","Other","M_Africa","least concern"
"1032","Papio_hamadryas",13.4,100.825,9625,1865,20,1.707070707,"diurnal","shrubland_grassland_rocky.areas","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"1033","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"1034","Mirza_coquereli",0.303333333,NA,NA,2.72,NA,0.982378855,"nocturnal","forest","arboreal","","Non-Folivore","Omnivore/Insectivore","Madagascar","endangered"
"1035","Papio_hamadryas",13.4,100.825,9625,1865,20,1.707070707,"diurnal","shrubland_grassland_rocky.areas","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"1036","Saimiri_sciureus",0.896666667,NA,NA,177.3333333,5,1.180713128,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Non-Folivore","Other","Neotropics","least concern"
"1037","Microcebus_murinus",0.048769231,2,1468.5,1.935384615,5,0.922264844,"nocturnal","forest_shrubland","arboreal","dispersed","Non-Folivore","Other","Madagascar","least concern"
"1038","Pongo_pygmaeus",56.95,1.311666667,669.3333333,418,0.89,2.19047619,"diurnal","forest","arboreal","dispersed","Non-Folivore","Other","Asia","endangered"
"1039","Papio_hamadryas",13.4,100.825,9625,1865,20,1.707070707,"diurnal","shrubland_grassland_rocky.areas","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"1040","Pan_paniscus",39.1,11.23666667,2000,4000,NA,1.355421687,"diurnal","forest","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"1041","Cercopithecus_petaurista",3.65,10.6,1051,65.1875,4.15,1.517241379,"diurnal","forest_shrubland","arboreal","polygynous","Folivore","Other","M_Africa","least concern"
"1042","Pan_paniscus",39.1,11.23666667,2000,4000,NA,1.355421687,"diurnal","forest","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"1043","Galagoides_demidoff",0.23625,2.777777778,NA,1.6,NA,1.007297552,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"1044","Cebus_apella",2.908333333,13.7,2361.778,337.248,3.63,1.50156041,"diurnal","forest_savanna","arboreal","multimale-multifemale","Non-Folivore","Other","Neotropics","least concern"
"1045","Galagoides_demidoff",0.23625,2.777777778,NA,1.6,NA,1.007297552,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"1046","Cebus_apella",2.908333333,13.7,2361.778,337.248,3.63,1.50156041,"diurnal","forest_savanna","arboreal","multimale-multifemale","Non-Folivore","Other","Neotropics","least concern"
"1047","Presbytis_vetulus",7.03,NA,NA,5.375,NA,1.384745763,"diurnal","forest_rocky.areas","arboreal","polygynous","Folivore","Other","Asia","endangered"
"1048","Pongo_pygmaeus",56.95,1.311666667,669.3333333,418,0.89,2.19047619,"diurnal","forest","arboreal","dispersed","Non-Folivore","Other","Asia","endangered"
"1049","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"1050","Procolobus_verus",4.45,18.61428571,1212,43.3,4.35,1.119047619,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","M_Africa","near threatened"
"1051","Cercocebus_torquatus",7.793333333,20.7,1400,315.8,7.9,1.780952381,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Other","M_Africa","near threatened"
"1052","Alouatta_villosa",6.56,6.13375,476.125,11.98,2.866666667,1.338266762,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","endangered"
"1053","Microcebus_murinus",0.048769231,2,1468.5,1.935384615,5,0.922264844,"nocturnal","forest_shrubland","arboreal","dispersed","Non-Folivore","Other","Madagascar","least concern"
"1054","Papio_anubis",16.65,40.525,3384.25,2260,13.2,1.729508197,"diurnal","forest_savanna_shrubland_grassland","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"1055","Nycticebus_coucang",0.675,2.083333333,NA,7.651666667,3,0.816906475,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Other","Asia","vulnerable"
"1056","Cercopithecus_mitis",5.456666667,19.625,624.9857143,64.218,5.92,1.980874317,"diurnal","forest","arboreal","polygynous","Non-Folivore","Other","M_Africa","least concern"
